,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Founders,Investor,Unnamed: 9
208,Streo,Music Streaming,Seed,1300000.0,Gurgaon,"Live stream music from nightclubs, bars & festivals!",2018.0,,,
209,Groww,Finance,Seed,120000.0,Kormangala,Groww offers a new way of investing money.,2018.0,,,
210,Cell Propulsion,Unknown,Seed,102200.0,Bengaluru,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018.0,,,
211,Chezuba,IT,Seed,20440.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018.0,,,
212,Ontrack Technologies Pvt. Ltd,Business Development,Seed,1300000.0,Bengaluru,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018.0,,,
213,Wealthtrust,Finance,Seed,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018.0,,,
214,Faclon Labs,Cloud Computing,Seed,1300000.0,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018.0,,,
215,Awign Enterprises,Business Development,Seed,730000.0,Bengaluru,Operations and manpower outsourcing startup,2018.0,,,
216,CollPoll,Education,Seed,1300000.0,Bengaluru,World-class Enterprise System for Education.,2018.0,,,
217,Zyla Health,Healthcare,Seed,1300000.0,Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018.0,,,
218,Hubhopper,IT,Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018.0,,,
219,Rubix108 Technologies,IT,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018.0,,,
220,Workflexi,Human Resources,Seed,146000.0,Bengaluru,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018.0,,,
221,Streak,Financial Services,Seed,328500.0,Bengaluru,Algorithmic trading platform.,2018.0,,,
222,Kuants,Financial Services,Seed,73000.0,Gurgaon,Algorithmic trading platform.,2018.0,,,
223,NiYO Solutions,Finance,Series A,13200000.0,Bengaluru,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018.0,,,
224,Hippo Video,Customer Service,Seed,1300000.0,Chennai,A video recording and sharing software.,2018.0,,,
225,Satvacart,E-Commerce,Seed,1300000.0,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018.0,,,
226,Daaki,Healthcare,Seed,1300000.0,Bengaluru,Sports Nutrition startup,2018.0,,,
227,Simulanis,Education,Seed,500000.0,Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018.0,,,
228,MY CHIRAAG CAB,Transportation,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018.0,,,
229,WOTU,Catering,Seed,1300000.0,Bengaluru,It operates a business-to-business e-commerce portal for food and beverages.,2018.0,,,
230,Flathalt,Unknown,Seed,50000.0,Gurgaon,FInd your Customized Home here.,2018.0,,,
231,True Elements,Dietary Supplements,Seed,730000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018.0,,,
232,Trendlyne Technologies,Financial Services,Seed,200000.0,Bengaluru,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018.0,,,
233,Planys Technologies,Manufacturing,Series A,2046920.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018.0,,,
234,HealthPlix,Fitness,Series A,3000000.0,Bengaluru,HealthPlix is a healthtech startup,2018.0,,,
235,dishq,Unknown,Seed,400000.0,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018.0,,,
236,Entropik Technology,AI,Seed,1100000.0,Bengaluru,The boundaries between Human and Machines are shrinking fast.,2018.0,,,
237,myHQ,Human Resources,Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018.0,,,
238,Trell,Unknown,Seed,1250000.0,Bengaluru,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018.0,,,
239,Kidovators (by GyanLab),Analytics,Seed,180000.0,Bengaluru,Building future human capital through 21st Century Skills programs for K-12,2018.0,,,
240,Log 9 Materials,Nanotechnology,Seed,438000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018.0,,,
241,VTION,Analytics,Seed,280320.0,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018.0,,,
242,HousingMan.com,Unknown,Seed,1503800.0,Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018.0,,,
243,Steradian Semiconductors,Unknown,Seed,1300000.0,Bengaluru,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018.0,,,
244,RupeeCircle,Financial Services,Seed,584000.0,Mumbai,RupeeCircle is a new age finance company.,2018.0,,,
245,Wooden Street,E-Commerce,Series A,1000000.0,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018.0,,,
246,The Ken,Digital Media,Series A,1500000.0,Bengaluru,The Ken is India’s first subscriptions-only business news site,2018.0,,,
247,SaffronStays,Unknown,Seed,2000000.0,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018.0,,,
248,Vebbler,File Sharing,Seed,1300000.0,Bengaluru,A personal network for close people,2018.0,,,
249,Foyr,Home Decor,Series A,4200000.0,Pune,"Foyr.com is India's first online, automated interior designer",2018.0,,,
250,MEngage,Healthcare,Seed,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018.0,,,
251,Inner Being Wellness,Unknown,Seed,511000.0,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018.0,,,
252,Kobster,E-Commerce,Seed,1300000.0,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018.0,,,
253,Wishberry,Crowdfunding,Series A,1460000.0,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018.0,,,
254,McXtra,Finance,Seed,1300000.0,Andheri,McXtra is a digital insurance broking startup.,2018.0,,,
255,Magic Crate,Child Care,Seed,1300000.0,Bengaluru,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018.0,,,
256,SmartVizX,Software,Seed,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018.0,,,
257,MySEODoc,Unknown,Seed,1300000.0,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018.0,,,
258,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Unknown,Seed,2920.0,Pune,Digital Marketing Agency,2018.0,,,
259,Scale Labs,Unknown,Seed,1000000.0,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018.0,,,
260,HungerBox,E-Commerce,Series A,4500000.0,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018.0,,,
261,Biryani By Kilo,Catering,Seed,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018.0,,,
262,Wholesome Habits (EAT Anytime),Catering,Seed,500000.0,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018.0,,,
263,GoBumpr,Automotive,Seed,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018.0,,,
264,Fixpocket,IT,Seed,250000.0,Ahmedabad,Fixpocket is a internet-based startup.,2018.0,,,
265,edureka!,Software,Series A,2000000.0,Bengaluru,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018.0,,,
266,Hashtag Loyalty Private Limited,Analytics,Seed,1300000.0,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018.0,,,
267,Wow Express,Logistics,Series A,4500000.0,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018.0,,,
268,ZunRoof,Environmental Consulting,Seed,242360.0,Gurgaon,ZunRoof is a rooftop focused solar startup.,2018.0,,,
269,Eggoz,Catering,Seed,175200.0,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018.0,,,
270,Sqrrl Fintech,Analytics,Seed,1000000.0,Gurgaon,Personal Finance,2018.0,,,
271,GalaxyCard,Finance,Seed,1300000.0,Noida,GalaxyCard is a mobile based Instant credit card.,2018.0,,,
272,IndiQube,Real Estate,Series A,15000000.0,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018.0,,,
273,EGK Foods,Catering,Seed,292000.0,Mumbai,A food processing enterprise registered with StartUp India .,2018.0,,,
274,NirogStreet,Apps,Seed,300000.0,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018.0,,,
275,Pixr8,Digital Media,Seed,50000.0,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018.0,,,
276,Nivesh.com,Finance,Seed,438000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2018.0,,,
277,Theranosis Life Sciences,Biotechnology,Seed,1300000.0,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018.0,,,
278,Poshmiles Online Solutions Private Limited,Transportation,Seed,1300000.0,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018.0,,,
279,Reculta,Education,Seed,1300000.0,Noida,A campus recruitment solution provider.,2018.0,,,
280,Orbo.ai,IT,Seed,1300000.0,Mumbai,Orbo is a computer vision and deep facial technology company.,2018.0,,,
281,Inntot Technologies,Consumer Goods,Seed,1300000.0,Kochi,"Inntot Technologies, is a technology driven company.",2018.0,,,
282,Zoctr Health,Apps,Seed,1300000.0,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018.0,,,
283,Hey Deedee,Logistics,Seed,481800.0,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018.0,,,
284,DigiConnectt Technologys,IT,Seed,125000.0,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018.0,,,
285,Locus.sh,Analytics,Series A,4000000.0,Bengaluru,Locus is an intelligent logistics automation platform.,2018.0,,,
286,Sports Flashes Pvt. Ltd,Sports,Seed,1000000.0,Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018.0,,,
287,Inc42,Media and Entertainment,Seed,1300000.0,Delhi,Inc42 is one of the leading tech media publications of India.,2018.0,,,
288,Picxy,IT,Seed,130000.0,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018.0,,,
289,Huddle,Consulting,Seed,300000.0,Haryana,A coworking incubator Company.,2018.0,,,
290,Benepik,Human Resources,Seed,1300000.0,Gurgaon,HR Technology start-up.,2018.0,,,
291,Cash Suvidha,Finance,Seed,1000000.0,Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018.0,,,
292,Smartcoin,Analytics,Seed,2000000.0,Bengaluru,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018.0,,,
293,Carmel Organics,Agriculture,Series A,1300000.0,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018.0,,,
294,Roadcast,Unknown,Seed,250000.0,Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018.0,,,
295,Printline Media(ThePrint),Digital Media,Seed,509540.0,Delhi,A digital news platform.,2018.0,,,
296,Creditas Solutions,Financial Services,Seed,1300000.0,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018.0,,,
297,UrbanPiper,Software,Seed,1300000.0,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018.0,,,
298,Doxper,Healthcare,Seed,1051200.0,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018.0,,,
299,i2ifunding,Crowdfunding,Seed,730000.0,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018.0,,,
300,ShakeDeal,E-Commerce,Seed,1300000.0,Bengaluru,Home of B2B Commerce,2018.0,,,
301,HelloVerify,Fraud Detection,Seed,1300000.0,Noida,HelloVerify is an online background check platform.,2018.0,,,
302,Fasal,Agriculture,Seed,120000.0,Bengaluru,Climate Smart Precision Agriculture Platform,2018.0,,,
303,CoinGeto,Cryptocurrency,Seed,1752000.0,Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018.0,,,
304,Avail Finance,Finance,Series A,17200000.0,Bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018.0,,,
305,Tripeur,IT,Seed,600000.0,Bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018.0,,,
306,Wedeterna,Customer Service,Seed,1300000.0,Bengaluru,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018.0,,,
307,Stumagz,Digital Media,Seed,1300000.0,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018.0,,,
308,Doubtnut,Education,Seed,511000.0,Gurgaon,Gurgaon based E-learning platform.,2018.0,,,
309,MCaffeine,Consumer Goods,Seed,467200.0,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018.0,,,
310,TrustCheckr,IT,Seed,100000.0,Bengaluru,A Bengaluru-based fraud analytics solution provider .,2018.0,,,
311,HealthAssure,Fitness,Seed,1000000.0,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018.0,,,
312,Picture TIme,Digital Media,Seed,3650000.0,Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018.0,,,
313,1Crowd,Crowdfunding,Seed,3500000.0,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018.0,,,
314,Aarav Unmanned Systems,Logistics,Seed,1300000.0,Bengaluru,Professional Drones for Enterprise Applications,2018.0,,,
315,Wellthy Therapeutics Pvt Ltd,Healthcare,Seed,1971000.0,Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018.0,,,
